link,missing_rate,method_type,method,rmse,nrmse,r2,mape
ce-pr,0.4,baseline,ForwardFill,38.88,4.26,-0.5393247953583078,2.03
ce-pr,0.4,baseline,BackwardFill,41.48,4.54,-0.7521780652144914,2.06
ce-pr,0.4,baseline,RollingMean,36.89,4.04,-0.3856981076281081,2.0
ce-pr,0.4,baseline,LinearInterpolation,35.86,3.93,-0.3096491998710922,1.9
ce-pr,0.4,stacking,StackingRegressor,7.45,0.8167,0.8785,0.47
ce-pr,0.45,baseline,Mean,30.37,3.33,-0.0007152365671092564,1.55
ce-pr,0.45,baseline,Median,30.6,3.35,-0.01589720381615045,1.44
ce-pr,0.45,baseline,KNNImputer,30.37,3.33,-0.0007152365671092564,1.55
ce-pr,0.45,baseline,ForwardFill,41.36,4.53,-0.8560961355792276,2.18
ce-pr,0.45,baseline,BackwardFill,40.85,4.47,-0.810117110949431,2.09
ce-pr,0.45,baseline,RollingMean,40.04,4.38,-0.738948594778507,2.15
ce-pr,0.45,baseline,LinearInterpolation,36.03,3.95,-0.4081772838264657,1.98
ce-pr,0.45,stacking,StackingRegressor,7.45,0.8167,0.8785,0.47
ce-pr,0.5,baseline,Mean,30.67,3.36,-0.0008138948200135943,1.55
ce-pr,0.5,baseline,Median,30.89,3.38,-0.015422374892875457,1.44
ce-pr,0.5,baseline,KNNImputer,30.67,3.36,-0.0008138948200135943,1.55
ce-pr,0.5,baseline,ForwardFill,40.35,4.42,-0.7321958274512521,2.22
ce-pr,0.5,baseline,BackwardFill,42.65,4.67,-0.9356351365825728,2.24
ce-pr,0.5,baseline,RollingMean,40.09,4.39,-0.7104447752865386,2.2
ce-pr,0.5,baseline,LinearInterpolation,36.83,4.03,-0.44336990940775545,2.04
ce-pr,0.5,stacking,StackingRegressor,7.45,0.8167,0.8785,0.47
ce-rj,0.2,baseline,Mean,40.61,4.47,-0.013920976849217226,1.43
ce-rj,0.2,baseline,Median,40.91,4.5,-0.028978811109916514,1.41
ce-rj,0.2,baseline,KNNImputer,40.61,4.47,-0.013920976849217226,1.43
ce-rj,0.2,baseline,ForwardFill,39.68,4.37,0.0319616586130439,1.64
ce-rj,0.2,baseline,BackwardFill,46.39,5.1,-0.3230287769012823,2.17
ce-rj,0.2,baseline,RollingMean,39.42,4.34,0.04468063274994183,1.58
ce-rj,0.2,baseline,LinearInterpolation,42.14,4.64,-0.09172923819622048,1.8
ce-rj,0.2,stacking,StackingRegressor,13.62,1.504,0.5842,0.65
ce-rj,0.25,baseline,Mean,36.31,3.99,-0.008647359369439389,1.28
ce-rj,0.25,baseline,Median,36.58,4.02,-0.02373031596848585,1.25
ce-rj,0.25,baseline,KNNImputer,36.31,3.99,-0.008647359369439389,1.28
ce-rj,0.25,baseline,ForwardFill,36.04,3.96,0.006251158673134527,1.58
ce-rj,0.25,baseline,BackwardFill,40.73,4.48,-0.26913542853539973,1.82
ce-rj,0.25,baseline,RollingMean,35.79,3.93,0.020219779898572265,1.53
ce-rj,0.25,baseline,LinearInterpolation,36.83,4.05,-0.03725197387146828,1.59
ce-rj,0.25,stacking,StackingRegressor,13.0925,1.445,0.6294,0.59
ce-rj,0.3,baseline,Mean,33.37,3.66,-0.0021002466436774725,1.19
ce-rj,0.3,baseline,Median,33.59,3.68,-0.015134709915833877,1.14
ce-rj,0.3,baseline,KNNImputer,33.37,3.66,-0.0021002466436774725,1.19
ce-rj,0.3,baseline,ForwardFill,33.18,3.64,0.009302651478878543,1.45
ce-rj,0.3,baseline,BackwardFill,37.41,4.1,-0.25875795646790545,1.64
ce-rj,0.3,baseline,RollingMean,32.96,3.61,0.022905713203346223,1.4
ce-rj,0.3,baseline,LinearInterpolation,33.84,3.71,-0.030510087367608962,1.43
ce-rj,0.3,stacking,StackingRegressor,15.46,1.7033,0.6303,0.6067
ce-rj,0.35,baseline,Mean,31.08,3.41,-6.173074173609905e-06,1.14
ce-rj,0.35,baseline,Median,31.22,3.42,-0.009076751645339165,1.04
ce-rj,0.35,baseline,KNNImputer,31.08,3.41,-6.173074173609905e-06,1.14
ce-rj,0.35,baseline,ForwardFill,31.48,3.45,-0.025792355758349483,1.45
ce-rj,0.35,baseline,BackwardFill,38.16,4.18,-0.5068699486382502,1.79
ce-rj,0.35,baseline,RollingMean,31.06,3.4,0.001605713925651342,1.38
ce-rj,0.35,baseline,LinearInterpolation,32.8,3.59,-0.11339445015354022,1.5
ce-rj,0.35,stacking,StackingRegressor,15.46,1.7033,0.6303,0.6067
ce-rj,0.4,baseline,Mean,29.32,3.21,-8.163118267345837e-06,1.1
ce-rj,0.4,baseline,Median,29.48,3.23,-0.01091176587863285,1.01
ce-rj,0.4,baseline,KNNImputer,29.32,3.21,-8.163118267345837e-06,1.1
ce-rj,0.4,baseline,ForwardFill,30.07,3.29,-0.05210626636632232,1.43
ce-rj,0.4,baseline,BackwardFill,40.27,4.41,-0.8864694898769767,1.95
ce-rj,0.4,baseline,RollingMean,31.46,3.45,-0.15130667236690742,1.46
ce-rj,0.4,baseline,LinearInterpolation,32.85,3.6,-0.2556507204841647,1.6
ce-rj,0.4,stacking,StackingRegressor,15.46,1.7033,0.6303,0.6067
ce-rj,0.45,baseline,Mean,27.78,3.04,-0.001024871907827185,1.07
ce-rj,0.45,baseline,Median,27.87,3.05,-0.00776815876225001,0.94
ce-rj,0.45,baseline,KNNImputer,27.78,3.04,-0.001024871907827185,1.07
ce-rj,0.45,baseline,ForwardFill,28.29,3.1,-0.038157639414138744,1.28
ce-rj,0.45,baseline,BackwardFill,38.11,4.17,-0.8839750980686651,1.81
ce-rj,0.45,baseline,RollingMean,29.57,3.24,-0.13457113578720659,1.32
ce-rj,0.45,baseline,LinearInterpolation,30.97,3.39,-0.24476920123437518,1.47
ce-rj,0.45,stacking,StackingRegressor,15.46,1.7033,0.6303,0.6067
ce-rj,0.5,baseline,Mean,26.78,2.93,-0.0018364404193287331,1.07
ce-rj,0.5,baseline,Median,26.87,2.94,-0.008054733399923908,0.93
ce-rj,0.5,baseline,KNNImputer,26.78,2.93,-0.0018364404193287331,1.07
ce-rj,0.5,baseline,ForwardFill,27.28,2.99,-0.03915306684095343,1.25
ce-rj,0.5,baseline,BackwardFill,36.53,4.0,-0.8636451886883325,1.7
ce-rj,0.5,baseline,RollingMean,28.97,3.17,-0.17206776026486748,1.33
ce-rj,0.5,baseline,LinearInterpolation,29.81,3.26,-0.24095848105093887,1.41
ce-rj,0.5,stacking,StackingRegressor,15.46,1.7033,0.6303,0.6067
ce-rn,0.2,baseline,Mean,4.62,0.5,-0.5001275866138593,0.42
ce-rn,0.2,baseline,Median,3.98,0.43,-0.1145568459611983,0.37
ce-rn,0.2,baseline,KNNImputer,4.62,0.5,-0.5001275866138593,0.42
ce-rn,0.2,baseline,ForwardFill,10.39,1.12,-6.582877480503018,0.76
ce-rn,0.2,baseline,RollingMean,8.52,0.92,-4.098408471085702,0.69
ce-rn,0.2,baseline,LinearInterpolation,9.27,1.0,-5.036738045860379,0.75
ce-rn,0.2,stacking,StackingRegressor,4.2825,0.465,-0.1143,0.385
ce-rn,0.25,baseline,Mean,4.8,0.52,-0.4498225960876452,0.44
ce-rn,0.25,baseline,Median,4.15,0.45,-0.08495862601847204,0.39
ce-rn,0.25,baseline,KNNImputer,4.8,0.52,-0.4498225960876452,0.44
ce-rn,0.25,baseline,ForwardFill,9.92,1.07,-5.197773220567858,0.76
ce-rn,0.25,baseline,RollingMean,8.12,0.88,-3.149749372265415,0.67
ce-rn,0.25,baseline,LinearInterpolation,8.72,0.94,-3.7881466943208597,0.71
ce-rn,0.25,stacking,StackingRegressor,4.9933,0.5433,0.137,0.38
ce-rn,0.3,baseline,Mean,4.91,0.53,-0.4102865831817457,0.45
ce-rn,0.3,baseline,Median,4.26,0.46,-0.06119234973833598,0.39
ce-rn,0.3,baseline,KNNImputer,4.91,0.53,-0.4102865831817457,0.45
ce-rn,0.3,baseline,ForwardFill,9.08,0.98,-3.817609896538575,0.69
ce-rn,0.3,baseline,RollingMean,7.49,0.81,-2.2816826117959788,0.62
ce-rn,0.3,baseline,LinearInterpolation,7.93,0.86,-2.670569654626254,0.63
ce-rn,0.3,stacking,StackingRegressor,4.9533,0.5367,-0.0176,0.43
ce-rn,0.35,baseline,Mean,4.84,0.52,-0.3048642412698115,0.44
ce-rn,0.35,baseline,Median,4.29,0.46,-0.02740957295029478,0.4
ce-rn,0.35,baseline,KNNImputer,4.84,0.52,-0.3048642412698115,0.44
ce-rn,0.35,baseline,ForwardFill,8.97,0.97,-3.4886890734977944,0.67
ce-rn,0.35,baseline,BackwardFill,13.45,1.45,-9.093909412831731,0.84
ce-rn,0.35,baseline,RollingMean,7.6,0.82,-2.2259324402159657,0.62
ce-rn,0.35,baseline,LinearInterpolation,7.7,0.83,-2.3071937599556325,0.62
ce-rn,0.35,stacking,StackingRegressor,4.9533,0.5367,-0.0176,0.43
ce-rn,0.4,baseline,Mean,4.75,0.51,-0.20869248612096136,0.44
ce-rn,0.4,baseline,Median,4.34,0.47,-0.00871238352342707,0.4
ce-rn,0.4,baseline,KNNImputer,4.75,0.51,-0.20869248612096136,0.44
ce-rn,0.4,baseline,ForwardFill,8.91,0.96,-3.2573688983830866,0.67
ce-rn,0.4,baseline,BackwardFill,13.03,1.41,-8.106721870980223,0.82
ce-rn,0.4,baseline,RollingMean,8.84,0.96,-3.1914279950180653,0.66
ce-rn,0.4,baseline,LinearInterpolation,7.77,0.84,-2.2340452269989237,0.64
ce-rn,0.4,stacking,StackingRegressor,4.9533,0.5367,-0.0176,0.43
ce-rn,0.45,baseline,Mean,5.2,0.56,-0.4182255309031173,0.48
ce-rn,0.45,baseline,Median,4.51,0.49,-0.06677337732613964,0.42
ce-rn,0.45,baseline,KNNImputer,5.2,0.56,-0.4182255309031173,0.48
ce-rn,0.45,baseline,ForwardFill,10.28,1.11,-4.536482952201612,0.74
ce-rn,0.45,baseline,BackwardFill,12.86,1.39,-7.6602416261868616,0.84
ce-rn,0.45,baseline,RollingMean,10.24,1.11,-4.487382058162233,0.74
ce-rn,0.45,baseline,LinearInterpolation,8.45,0.91,-2.739755222271703,0.7
ce-rn,0.45,stacking,StackingRegressor,4.9533,0.5367,-0.0176,0.43
ce-rn,0.5,baseline,Mean,5.79,0.63,-0.4590041254791466,0.54
ce-rn,0.5,baseline,Median,5.05,0.54,-0.10850011939601201,0.46
ce-rn,0.5,baseline,KNNImputer,5.79,0.63,-0.4590041254791466,0.54
ce-rn,0.5,baseline,ForwardFill,10.04,1.08,-3.393100987238955,0.72
ce-rn,0.5,baseline,BackwardFill,12.1,1.31,-5.378378151038749,0.77
ce-rn,0.5,baseline,RollingMean,11.33,1.22,-4.58941629453249,0.8
ce-rn,0.5,baseline,LinearInterpolation,8.17,0.88,-1.9031144198649566,0.65
ce-rn,0.5,stacking,StackingRegressor,4.9533,0.5367,-0.0176,0.43
ce-ro,0.2,baseline,Mean,72.12,7.97,-0.001388552880003724,41.75
ce-ro,0.2,baseline,Median,73.21,8.09,-0.03201234439016787,41.82
ce-ro,0.2,baseline,KNNImputer,72.12,7.97,-0.001388552880003724,41.75
ce-ro,0.2,baseline,ForwardFill,65.81,7.27,0.16601141713001066,35.18
ce-ro,0.2,baseline,BackwardFill,80.59,8.91,-0.25056422235154163,42.54
ce-ro,0.2,baseline,RollingMean,69.86,7.72,0.06034616554790695,38.61
ce-ro,0.2,baseline,LinearInterpolation,67.71,7.48,0.11717152001132791,37.44
ce-ro,0.2,stacking,StackingRegressor,25.422,2.808,0.3676,3.444
ce-ro,0.25,baseline,Mean,65.42,7.22,-0.0007055798301303096,33.65
ce-ro,0.25,baseline,Median,66.51,7.34,-0.034371402076407875,33.65
ce-ro,0.25,baseline,KNNImputer,65.42,7.22,-0.0007055798301303096,33.65
ce-ro,0.25,baseline,ForwardFill,61.78,6.82,0.10748370676016206,28.48
ce-ro,0.25,baseline,BackwardFill,74.76,8.25,-0.3071016340868282,34.39
ce-ro,0.25,baseline,RollingMean,60.1,6.63,0.15537986809424043,28.4
ce-ro,0.25,baseline,LinearInterpolation,62.2,6.87,0.09536106425255919,30.21
ce-ro,0.25,stacking,StackingRegressor,36.6425,4.06,0.5331,12.07
ce-ro,0.3,baseline,Mean,60.9,6.72,-0.00032263422349432247,28.41
ce-ro,0.3,baseline,Median,61.98,6.84,-0.03621316515899298,28.34
ce-ro,0.3,baseline,KNNImputer,60.9,6.72,-0.00032263422349432247,28.41
ce-ro,0.3,baseline,ForwardFill,57.7,6.37,0.10214050778414663,24.06
ce-ro,0.3,baseline,BackwardFill,73.08,8.06,-0.44046823145056635,29.21
ce-ro,0.3,baseline,RollingMean,57.55,6.35,0.10676862254634345,24.07
ce-ro,0.3,baseline,LinearInterpolation,59.21,6.53,0.05429890770749879,25.58
ce-ro,0.3,stacking,StackingRegressor,27.45,3.0367,0.7126,12.4333
ce-ro,0.35,baseline,Mean,62.28,6.88,-0.0024230517681864683,24.87
ce-ro,0.35,baseline,Median,63.56,7.02,-0.04401963301796763,24.82
ce-ro,0.35,baseline,KNNImputer,62.28,6.88,-0.0024230517681864683,24.87
ce-ro,0.35,baseline,ForwardFill,60.67,6.7,0.04868005846571344,21.3
ce-ro,0.35,baseline,BackwardFill,73.59,8.13,-0.3996483831953408,25.74
ce-ro,0.35,baseline,RollingMean,62.45,6.9,-0.007737686276588773,21.39
ce-ro,0.35,baseline,LinearInterpolation,61.09,6.75,0.03563299267017883,22.01
ce-ro,0.35,stacking,StackingRegressor,27.45,3.0367,0.7126,12.4333
ce-ro,0.4,baseline,Mean,58.55,6.46,-0.0005010296392085056,21.94
ce-ro,0.4,baseline,Median,59.68,6.58,-0.0393184205745285,21.8
ce-ro,0.4,baseline,KNNImputer,58.55,6.46,-0.0005010296392085056,21.94
ce-ro,0.4,baseline,ForwardFill,73.13,8.07,-0.5604937517536346,19.04
ce-ro,0.4,baseline,BackwardFill,77.82,8.59,-0.7671776631833331,23.18
ce-ro,0.4,baseline,RollingMean,63.35,6.99,-0.1713257734312379,19.01
ce-ro,0.4,baseline,LinearInterpolation,64.89,7.16,-0.22879968464839506,19.76
ce-ro,0.4,stacking,StackingRegressor,27.45,3.0367,0.7126,12.4333
ce-ro,0.45,baseline,Mean,55.45,6.11,-3.016933079180717e-05,19.7
ce-ro,0.45,baseline,Median,56.44,6.22,-0.03603728219749813,19.5
ce-ro,0.45,baseline,KNNImputer,55.45,6.11,-3.016933079180717e-05,19.7
ce-ro,0.45,baseline,ForwardFill,71.25,7.85,-0.65078085246538,17.26
ce-ro,0.45,baseline,BackwardFill,75.05,8.27,-0.8318604349318783,20.92
ce-ro,0.45,baseline,RollingMean,62.26,6.86,-0.2604791046256434,17.24
ce-ro,0.45,baseline,LinearInterpolation,62.65,6.91,-0.27667618494155377,17.86
ce-ro,0.45,stacking,StackingRegressor,27.45,3.0367,0.7126,12.4333
ce-ro,0.5,baseline,Mean,53.44,5.89,-2.4009245702671933e-08,17.9
ce-ro,0.5,baseline,Median,54.5,6.01,-0.04022349861054342,17.7
ce-ro,0.5,baseline,KNNImputer,53.44,5.89,-2.4009245702671933e-08,17.9
ce-ro,0.5,baseline,ForwardFill,74.6,8.22,-0.9486737498779902,16.0
ce-ro,0.5,baseline,BackwardFill,100.91,11.12,-2.565732299970228,19.6
ce-ro,0.5,baseline,RollingMean,74.88,8.25,-0.9636186023256839,15.99
ce-ro,0.5,baseline,LinearInterpolation,73.19,8.07,-0.8757617162322571,16.68
ce-ro,0.5,stacking,StackingRegressor,27.45,3.0367,0.7126,12.4333
ce-rr,0.2,baseline,Mean,215.97,32.3,-0.00046631702745525416,57.91
ce-rr,0.2,baseline,Median,234.97,35.14,-0.18419910748420731,64.41
ce-rr,0.2,baseline,KNNImputer,215.97,32.3,-0.00046631702745525416,57.91
ce-rr,0.2,baseline,ForwardFill,284.49,42.55,-0.7360221785536669,59.17
ce-rr,0.2,baseline,BackwardFill,256.2,38.32,-0.40794924343396866,44.53
ce-rr,0.2,baseline,RollingMean,274.97,41.12,-0.6217590875570402,58.58
ce-rr,0.2,baseline,LinearInterpolation,231.05,34.56,-0.14508756472781048,47.16
ce-rr,0.2,stacking,StackingRegressor,47.81,7.024,0.9471,8.694
ce-rr,0.25,baseline,Mean,218.58,32.72,-0.0007268049060384918,60.02
ce-rr,0.25,baseline,Median,237.8,35.6,-0.18451244073886275,66.65
ce-rr,0.25,baseline,KNNImputer,218.58,32.72,-0.0007268049060384918,60.02
ce-rr,0.25,baseline,ForwardFill,283.92,42.51,-0.688500640919312,59.78
ce-rr,0.25,baseline,BackwardFill,257.18,38.5,-0.3854325818190738,47.86
ce-rr,0.25,baseline,RollingMean,274.75,41.13,-0.5811564624957761,59.87
ce-rr,0.25,baseline,LinearInterpolation,230.03,34.44,-0.10836116733245138,49.2
ce-rr,0.25,stacking,StackingRegressor,45.115,6.6225,0.9559,8.795
ce-rr,0.3,baseline,Mean,217.49,32.46,-0.00025095874766711823,61.88
ce-rr,0.3,baseline,Median,236.51,35.3,-0.18284238326682467,68.79
ce-rr,0.3,baseline,KNNImputer,217.49,32.46,-0.00025095874766711823,61.88
ce-rr,0.3,baseline,ForwardFill,274.85,41.02,-0.5973343990062132,60.7
ce-rr,0.3,baseline,BackwardFill,266.57,39.79,-0.5025392347527602,51.83
ce-rr,0.3,baseline,RollingMean,271.99,40.6,-0.56433343992359,62.58
ce-rr,0.3,baseline,LinearInterpolation,229.27,34.22,-0.11145142265908081,51.36
ce-rr,0.3,stacking,StackingRegressor,47.6767,7.0,0.9525,9.8367
ce-rr,0.35,baseline,Mean,217.95,32.39,-1.0477998683589007e-05,59.97
ce-rr,0.35,baseline,Median,235.15,34.95,-0.16401163122406492,66.34
ce-rr,0.35,baseline,KNNImputer,217.95,32.39,-1.0477998683589007e-05,59.97
ce-rr,0.35,baseline,ForwardFill,287.61,42.75,-0.741304305728933,58.42
ce-rr,0.35,baseline,BackwardFill,268.57,39.92,-0.518428117052856,55.73
ce-rr,0.35,baseline,RollingMean,279.32,41.51,-0.6423761685766416,59.71
ce-rr,0.35,baseline,LinearInterpolation,236.64,35.17,-0.1788150486799407,52.44
ce-rr,0.35,stacking,StackingRegressor,47.6767,7.0,0.9525,9.8367
ce-rr,0.4,baseline,Mean,217.55,32.17,-0.0008876405951387945,67.03
ce-rr,0.4,baseline,Median,232.53,34.38,-0.143435256843216,74.06
ce-rr,0.4,baseline,KNNImputer,217.55,32.17,-0.0008876405951387945,67.03
ce-rr,0.4,baseline,ForwardFill,289.01,42.74,-0.7664230136357968,64.28
ce-rr,0.4,baseline,BackwardFill,266.55,39.41,-0.5024911140027251,55.63
ce-rr,0.4,baseline,RollingMean,278.47,41.18,-0.6399206420810966,63.98
ce-rr,0.4,baseline,LinearInterpolation,237.54,35.13,-0.19324718898070814,55.22
ce-rr,0.4,stacking,StackingRegressor,47.6767,7.0,0.9525,9.8367
ce-rr,0.45,baseline,Mean,216.26,32.07,-0.0002941494062662642,64.1
ce-rr,0.45,baseline,Median,232.96,34.54,-0.16071541147736368,71.05
ce-rr,0.45,baseline,KNNImputer,216.26,32.07,-0.0002941494062662642,64.1
ce-rr,0.45,baseline,ForwardFill,284.1,42.13,-0.7262816727805965,60.67
ce-rr,0.45,baseline,BackwardFill,264.82,39.27,-0.499913257629113,51.52
ce-rr,0.45,baseline,RollingMean,274.92,40.76,-0.6164333910775781,60.37
ce-rr,0.45,baseline,LinearInterpolation,232.91,34.54,-0.16022038831881846,51.93
ce-rr,0.45,stacking,StackingRegressor,47.6767,7.0,0.9525,9.8367
ce-rr,0.5,baseline,Mean,215.89,31.99,-0.0005274005018602868,61.64
ce-rr,0.5,baseline,Median,231.52,34.31,-0.15063311696367676,68.05
ce-rr,0.5,baseline,KNNImputer,215.89,31.99,-0.0005274005018602868,61.64
ce-rr,0.5,baseline,ForwardFill,281.75,41.75,-0.7040044374089889,54.25
ce-rr,0.5,baseline,BackwardFill,263.3,39.02,-0.48821990348166366,49.96
ce-rr,0.5,baseline,RollingMean,274.57,40.69,-0.6182998508940825,54.01
ce-rr,0.5,baseline,LinearInterpolation,231.45,34.3,-0.1498885323392889,47.98
ce-rr,0.5,stacking,StackingRegressor,47.6767,7.0,0.9525,9.8367
ce-rs,0.2,baseline,Mean,40.65,4.48,-0.0005122875096787993,2.33
ce-rs,0.2,baseline,Median,41.17,4.53,-0.026356900507751968,1.97
ce-rs,0.2,baseline,KNNImputer,40.65,4.48,-0.0005122875096787993,2.33
ce-rs,0.2,baseline,ForwardFill,51.34,5.66,-0.5965674749088412,2.7
ce-rs,0.2,baseline,BackwardFill,53.38,5.88,-0.7255633870618912,2.67
ce-rs,0.2,baseline,RollingMean,46.74,5.15,-0.32302477651411254,2.58
ce-rs,0.2,baseline,LinearInterpolation,46.89,5.16,-0.3312973877974452,2.49
ce-rs,0.2,stacking,StackingRegressor,7.272,0.8,0.9344,0.448
ce-rs,0.25,baseline,Mean,39.25,4.32,-0.00044095882607231296,2.21
ce-rs,0.25,baseline,Median,39.8,4.38,-0.028651621890738665,1.87
ce-rs,0.25,baseline,KNNImputer,39.25,4.32,-0.00044095882607231296,2.21
ce-rs,0.25,baseline,ForwardFill,48.78,5.37,-0.5449581546382347,2.57
ce-rs,0.25,baseline,BackwardFill,59.83,6.59,-1.3240866909429196,2.91
ce-rs,0.25,baseline,RollingMean,45.5,5.01,-0.3441401229984844,2.47
ce-rs,0.25,baseline,LinearInterpolation,47.95,5.28,-0.49280866314607974,2.56
ce-rs,0.25,stacking,StackingRegressor,9.6175,1.06,0.9121,0.54
ce-rs,0.3,baseline,Mean,37.81,4.16,-3.352332393125046e-05,2.13
ce-rs,0.3,baseline,Median,38.3,4.22,-0.025923747190283786,1.79
ce-rs,0.3,baseline,KNNImputer,37.81,4.16,-3.352332393125046e-05,2.13
ce-rs,0.3,baseline,ForwardFill,45.66,5.03,-0.4576981492167156,2.39
ce-rs,0.3,baseline,BackwardFill,59.76,6.58,-1.4977371152707186,2.94
ce-rs,0.3,baseline,RollingMean,42.8,4.71,-0.280837413331525,2.29
ce-rs,0.3,baseline,LinearInterpolation,46.12,5.08,-0.48725840905242146,2.5
ce-rs,0.3,stacking,StackingRegressor,7.9567,0.88,0.9422,0.45
ce-rs,0.35,baseline,Mean,42.58,4.69,-0.0009826536166512856,2.27
ce-rs,0.35,baseline,Median,43.08,4.75,-0.024676500014318092,1.97
ce-rs,0.35,baseline,KNNImputer,42.58,4.69,-0.0009826536166512856,2.27
ce-rs,0.35,baseline,ForwardFill,51.66,5.69,-0.47302576879936065,2.7
ce-rs,0.35,baseline,BackwardFill,56.11,6.18,-0.7381475241530298,2.98
ce-rs,0.35,baseline,RollingMean,49.62,5.47,-0.35922901529921325,2.66
ce-rs,0.35,baseline,LinearInterpolation,47.99,5.29,-0.2714869454205475,2.67
ce-rs,0.35,stacking,StackingRegressor,7.9567,0.88,0.9422,0.45
ce-rs,0.4,baseline,Mean,44.26,4.87,-0.0005875480810544342,2.27
ce-rs,0.4,baseline,Median,44.73,4.93,-0.022106073278287397,1.97
ce-rs,0.4,baseline,KNNImputer,44.26,4.87,-0.0005875480810544342,2.27
ce-rs,0.4,baseline,ForwardFill,52.52,5.78,-0.4089443373276176,2.69
ce-rs,0.4,baseline,BackwardFill,56.58,6.23,-0.6350003006341234,2.95
ce-rs,0.4,baseline,RollingMean,50.67,5.58,-0.3112228160867696,2.65
ce-rs,0.4,baseline,LinearInterpolation,49.23,5.42,-0.2378004411871284,2.67
ce-rs,0.4,stacking,StackingRegressor,7.9567,0.88,0.9422,0.45
ce-rs,0.45,baseline,Mean,43.14,4.75,-0.00012745307680184226,2.24
ce-rs,0.45,baseline,Median,43.56,4.8,-0.019878168194879198,1.92
ce-rs,0.45,baseline,KNNImputer,43.14,4.75,-0.00012745307680184226,2.24
ce-rs,0.45,baseline,ForwardFill,50.95,5.61,-0.39541820019930163,2.6
ce-rs,0.45,baseline,BackwardFill,53.1,5.85,-0.5154720527464731,2.73
ce-rs,0.45,baseline,RollingMean,49.44,5.44,-0.3138496309580965,2.61
ce-rs,0.45,baseline,LinearInterpolation,47.53,5.23,-0.21408534792321343,2.52
ce-rs,0.45,stacking,StackingRegressor,7.9567,0.88,0.9422,0.45
ce-rs,0.5,baseline,Mean,41.4,4.56,-1.2448649121088451e-05,2.17
ce-rs,0.5,baseline,Median,41.8,4.6,-0.019187966415226132,1.83
ce-rs,0.5,baseline,KNNImputer,41.4,4.56,-1.2448649121088451e-05,2.17
ce-rs,0.5,baseline,ForwardFill,52.0,5.72,-0.5776484072135328,2.66
ce-rs,0.5,baseline,BackwardFill,53.2,5.85,-0.6509746618384136,2.74
ce-rs,0.5,baseline,RollingMean,50.3,5.54,-0.47612643237493546,2.62
ce-rs,0.5,baseline,LinearInterpolation,47.99,5.28,-0.3438968494394823,2.55
ce-rs,0.5,stacking,StackingRegressor,7.9567,0.88,0.9422,0.45
ce-sc,0.2,baseline,Mean,39.51,4.32,-0.0021157683212713607,1.69
ce-sc,0.2,baseline,Median,39.89,4.36,-0.02136863933476074,1.65
ce-sc,0.2,baseline,KNNImputer,39.51,4.32,-0.0021157683212713607,1.69
ce-sc,0.2,baseline,ForwardFill,43.94,4.8,-0.23961584645151435,2.17
ce-sc,0.2,baseline,BackwardFill,45.04,4.92,-0.30207364395669756,2.17
ce-sc,0.2,baseline,RollingMean,42.72,4.67,-0.17149489181153688,2.03
ce-sc,0.2,baseline,LinearInterpolation,42.47,4.64,-0.1578947379180986,2.06
ce-sc,0.2,stacking,StackingRegressor,9.694,1.06,0.848,0.378
ce-sc,0.25,baseline,Mean,35.91,3.92,-0.001983452227593663,1.52
ce-sc,0.25,baseline,Median,36.32,3.97,-0.0246729503955474,1.49
ce-sc,0.25,baseline,KNNImputer,35.91,3.92,-0.001983452227593663,1.52
ce-sc,0.25,baseline,ForwardFill,40.11,4.38,-0.249585012530936,1.98
ce-sc,0.25,baseline,BackwardFill,41.28,4.51,-0.3239919028314553,2.0
ce-sc,0.25,baseline,RollingMean,39.21,4.28,-0.19419478235478493,1.88
ce-sc,0.25,baseline,LinearInterpolation,38.91,4.25,-0.17617385986848277,1.88
ce-sc,0.25,stacking,StackingRegressor,11.0975,1.21,0.7904,0.395
ce-sc,0.3,baseline,Mean,33.59,3.67,-0.0020338819397527352,1.46
ce-sc,0.3,baseline,Median,34.02,3.72,-0.028127472015209598,1.44
ce-sc,0.3,baseline,KNNImputer,33.59,3.67,-0.0020338819397527352,1.46
ce-sc,0.3,baseline,ForwardFill,39.27,4.29,-0.3695072272425579,1.93
ce-sc,0.3,baseline,BackwardFill,40.23,4.4,-0.4376861734440589,1.94
ce-sc,0.3,baseline,RollingMean,38.87,4.25,-0.3419865861540574,1.87
ce-sc,0.3,baseline,LinearInterpolation,37.35,4.08,-0.23892993161320053,1.83
ce-sc,0.3,stacking,StackingRegressor,14.99,1.6367,0.6071,0.48
ce-sc,0.35,baseline,Mean,31.94,3.49,-0.0032521757837227216,1.42
ce-sc,0.35,baseline,Median,32.42,3.54,-0.033688232871986745,1.41
ce-sc,0.35,baseline,KNNImputer,31.94,3.49,-0.0032521757837227216,1.42
ce-sc,0.35,baseline,ForwardFill,37.97,4.15,-0.4176538996867989,1.91
ce-sc,0.35,baseline,BackwardFill,37.87,4.14,-0.4105085997538276,1.84
ce-sc,0.35,baseline,RollingMean,36.78,4.02,-0.3304069842875377,1.81
ce-sc,0.35,baseline,LinearInterpolation,35.19,3.85,-0.21825928779668047,1.76
ce-sc,0.35,stacking,StackingRegressor,14.99,1.6367,0.6071,0.48
ce-sc,0.4,baseline,Mean,30.65,3.35,-0.00609233126735087,1.4
ce-sc,0.4,baseline,Median,31.21,3.41,-0.04352035320265668,1.4
